Invoice,ProductID,Product,QuantityBought,Date,Price,CustomerID,Age,Gender,AverageSpend,PurchaseFrequency,Country,Category_x,Description_y,text
613153,2792,Home Decor Lamp,3,2021-01-11 20:00:00.000000000,135.64,60013,34,Female,362.13,Low,Canada,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
842452,6732,Ceramic Mug,5,2021-01-11 21:00:00.000000000,149.44,18346,55,Male,375.36,High,Australia,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
937291,4476,Wireless Mouse,2,2021-01-11 22:00:00.000000000,124.69,95414,41,Male,245.24,Medium,United Kingdom,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
225657,4417,Ceramic Mug,3,2021-01-11 23:00:00.000000000,127.51,43672,27,Male,155.98,High,United Kingdom,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
335167,2645,Home Decor Lamp,4,2021-01-12 00:00:00.000000000,41.11,27653,25,Female,50.6,High,Australia,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
781669,4030,Wireless Mouse,7,2021-01-12 01:00:00.000000000,88.62,59556,38,Male,230.68,Medium,USA,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
580671,3872,Desk Organizer,3,2021-01-12 02:00:00.000000000,14.75,36140,23,Male,30.37,Medium,United Kingdom,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
819094,4072,Desk Organizer,9,2021-01-12 03:00:00.000000000,18.76,11184,38,Female,36.83,Medium,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
170467,2854,Wall Clock,8,2021-01-12 04:00:00.000000000,149.84,44493,56,Female,353.79,Medium,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
283734,5021,Home Decor Lamp,4,2021-01-12 05:00:00.000000000,52.36,54148,41,Female,142.3,High,Australia,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
722794,5662,Wall Clock,1,2021-01-12 06:00:00.000000000,113.49,34846,50,Male,256.23,High,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
209751,7514,Notebook,1,2021-01-12 07:00:00.000000000,121.97,32195,35,Male,308.06,Medium,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
481050,6031,LED Light Strip,1,2021-01-12 08:00:00.000000000,129.41,15606,45,Female,327.48,Low,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
911774,3708,Bluetooth Speaker,1,2021-01-12 09:00:00.000000000,149.66,13956,49,Male,256.3,Medium,Canada,Electronics,,
792517,8112,Notebook,8,2021-01-12 10:00:00.000000000,40.02,26555,29,Male,61.96,Medium,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
561079,9393,LED Light Strip,3,2021-01-12 11:00:00.000000000,10.85,28690,59,Male,28.24,High,Australia,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
468452,4507,Wireless Mouse,6,2021-01-12 12:00:00.000000000,64.62,68502,44,Male,113.37,Low,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
206081,7456,Wall Clock,3,2021-01-12 13:00:00.000000000,23.86,58849,27,Male,66.97,High,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
713333,5212,Wireless Mouse,5,2021-01-12 14:00:00.000000000,8.25,36347,59,Female,9.4,High,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
658986,8970,Wireless Mouse,7,2021-01-12 15:00:00.000000000,57.26,59056,49,Female,63.93,High,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
210078,9766,LED Light Strip,2,2021-01-12 16:00:00.000000000,118.64,73851,59,Female,338.6,Medium,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
967055,1536,Home Decor Lamp,6,2021-01-12 17:00:00.000000000,87.1,91502,43,Male,200.06,High,Australia,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
122671,2625,LED Light Strip,6,2021-01-12 18:00:00.000000000,50.35,91418,42,Male,88.58,High,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
518400,8973,Water Bottle,3,2021-01-12 19:00:00.000000000,99.88,80211,28,Male,250.71,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
455528,9577,Desk Organizer,6,2021-01-12 20:00:00.000000000,38.64,51850,40,Female,90.6,Medium,USA,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
710490,9070,Desk Organizer,5,2021-01-12 21:00:00.000000000,7.09,88545,51,Male,14.62,Medium,United Kingdom,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
151663,9666,Notebook,2,2021-01-12 22:00:00.000000000,115.83,37843,57,Female,138.73,High,Canada,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
115708,9609,Desk Organizer,9,2021-01-12 23:00:00.000000000,95.44,72320,40,Female,250.47,Low,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
978338,7490,LED Light Strip,8,2021-01-13 00:00:00.000000000,115.53,39793,46,Male,315.63,Medium,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
411955,4600,Storage Box,3,2021-01-13 01:00:00.000000000,10.65,49516,48,Male,14.32,High,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
233883,7783,Wall Clock,8,2021-01-13 02:00:00.000000000,126.38,27857,24,Female,341.36,Low,United Kingdom,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
418394,5971,LED Light Strip,9,2021-01-13 03:00:00.000000000,94.83,29627,57,Female,261.32,Medium,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
212547,2205,LED Light Strip,3,2021-01-13 04:00:00.000000000,86.69,71822,50,Male,181.95,Medium,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
659042,2990,Bluetooth Speaker,3,2021-01-13 05:00:00.000000000,95.57,94101,38,Male,220.99,High,Australia,Electronics,,
851102,6299,Wall Clock,2,2021-01-13 06:00:00.000000000,130.34,62248,19,Female,229.98,Low,United Kingdom,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
862002,4572,Water Bottle,8,2021-01-13 07:00:00.000000000,90.11,65798,35,Male,140.89,High,Canada,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
242483,6975,Desk Organizer,1,2021-01-13 08:00:00.000000000,89.24,54116,50,Male,218.1,Low,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
758271,7320,Wall Clock,8,2021-01-13 09:00:00.000000000,148.65,85318,54,Male,404.89,Low,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
314835,5380,Desk Organizer,7,2021-01-13 10:00:00.000000000,114.73,97902,51,Male,264.81,High,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
501896,5757,Notebook,7,2021-01-13 11:00:00.000000000,69.13,38557,37,Male,139.86,Medium,Canada,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
184896,3713,Wall Clock,3,2021-01-13 12:00:00.000000000,107.57,81334,52,Male,141.76,High,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
577095,6588,Desk Organizer,1,2021-01-13 13:00:00.000000000,61.44,85163,35,Male,68.01,Low,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
171295,1966,Water Bottle,4,2021-01-13 14:00:00.000000000,38.19,88002,41,Male,72.23,Medium,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
843974,5944,Ceramic Mug,9,2021-01-13 15:00:00.000000000,91.54,52614,25,Female,100.57,Low,Canada,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
987121,4432,Wireless Mouse,5,2021-01-13 16:00:00.000000000,139.59,22720,47,Female,298.54,Medium,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
373255,1688,Wireless Mouse,1,2021-01-13 17:00:00.000000000,139.73,67608,27,Female,246.69,High,United Kingdom,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
399648,5243,Water Bottle,5,2021-01-13 18:00:00.000000000,54.58,82095,40,Female,137.23,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
757162,4701,Bluetooth Speaker,8,2021-01-13 19:00:00.000000000,81.51,94694,28,Male,131.34,Low,Canada,Electronics,,
108155,9533,Ceramic Mug,8,2021-01-13 20:00:00.000000000,35.69,97593,19,Male,78.02,Medium,USA,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
566872,6182,Notebook,5,2021-01-13 21:00:00.000000000,149.37,45892,43,Female,310.0,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
925816,7704,Water Bottle,9,2021-01-13 22:00:00.000000000,147.26,87242,53,Male,148.65,Low,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
474705,5422,Wireless Mouse,1,2021-01-13 23:00:00.000000000,99.18,87606,50,Male,113.54,Low,Canada,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
671542,2759,Wireless Mouse,4,2021-01-14 00:00:00.000000000,121.64,10924,30,Female,192.28,High,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
908350,3482,Wireless Mouse,3,2021-01-14 01:00:00.000000000,108.69,61322,57,Male,300.47,High,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
710269,9058,Home Decor Lamp,2,2021-01-14 02:00:00.000000000,91.01,36478,42,Male,117.77,High,Canada,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
654594,1951,Water Bottle,8,2021-01-14 03:00:00.000000000,12.74,81042,21,Female,30.85,High,USA,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
247718,9914,LED Light Strip,7,2021-01-14 04:00:00.000000000,70.94,56418,59,Female,209.04,High,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
408987,3079,Notebook,9,2021-01-14 05:00:00.000000000,102.84,72217,36,Male,265.44,Medium,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
745263,3717,Wireless Mouse,2,2021-01-14 06:00:00.000000000,103.24,90846,35,Female,153.4,Low,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
458745,5524,Desk Organizer,4,2021-01-14 07:00:00.000000000,59.1,83762,54,Female,166.47,Low,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
207512,9477,Water Bottle,6,2021-01-14 08:00:00.000000000,141.55,21781,47,Female,167.91,High,Canada,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
247443,8311,Home Decor Lamp,3,2021-01-14 09:00:00.000000000,29.27,15515,36,Male,56.68,High,Canada,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
570587,8186,Water Bottle,8,2021-01-14 10:00:00.000000000,77.55,46133,40,Male,215.21,High,Canada,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
473616,3065,Notebook,3,2021-01-14 11:00:00.000000000,105.18,92508,33,Female,240.08,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
757409,1768,Home Decor Lamp,2,2021-01-14 12:00:00.000000000,106.08,86946,18,Female,193.84,High,United Kingdom,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
786976,6490,Notebook,3,2021-01-14 13:00:00.000000000,99.05,95058,29,Female,157.06,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
465871,7645,Water Bottle,6,2021-01-14 14:00:00.000000000,44.92,19095,41,Male,78.62,Low,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
475037,6083,LED Light Strip,2,2021-01-14 15:00:00.000000000,27.65,98583,51,Male,55.79,High,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
907364,6232,Notebook,8,2021-01-14 16:00:00.000000000,97.21,30470,25,Female,159.24,Medium,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
217796,6797,Home Decor Lamp,1,2021-01-14 17:00:00.000000000,91.9,53129,35,Male,270.0,Medium,United Kingdom,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
391999,5926,Home Decor Lamp,7,2021-01-14 18:00:00.000000000,31.01,18531,22,Male,88.88,High,United Kingdom,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
292506,7016,Notebook,2,2021-01-14 19:00:00.000000000,107.25,47038,43,Male,294.01,High,USA,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
798376,4335,Storage Box,6,2021-01-14 20:00:00.000000000,71.0,97939,47,Male,130.9,Low,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
369544,9038,Water Bottle,2,2021-01-14 21:00:00.000000000,101.83,52674,30,Female,242.62,Low,Canada,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
480002,5873,Storage Box,2,2021-01-14 22:00:00.000000000,126.42,92476,36,Female,354.69,High,United Kingdom,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
798002,2481,Bluetooth Speaker,8,2021-01-14 23:00:00.000000000,29.61,39831,46,Male,79.97,High,Australia,Electronics,,
639439,7305,Water Bottle,2,2021-01-15 00:00:00.000000000,7.78,67174,20,Male,14.23,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
690978,4451,Notebook,7,2021-01-15 01:00:00.000000000,117.97,21279,43,Female,144.49,Low,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
628787,1054,Ceramic Mug,3,2021-01-15 02:00:00.000000000,93.41,48220,57,Male,107.54,Low,United Kingdom,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
630583,8643,Notebook,8,2021-01-15 03:00:00.000000000,106.45,70610,29,Male,229.31,Medium,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
488215,4462,Storage Box,7,2021-01-15 04:00:00.000000000,126.53,62719,19,Female,289.15,Low,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
421184,1832,LED Light Strip,8,2021-01-15 05:00:00.000000000,121.41,63051,28,Male,327.77,Low,Australia,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
898615,6954,Notebook,7,2021-01-15 06:00:00.000000000,144.33,82013,45,Female,228.77,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
522515,9519,Notebook,6,2021-01-15 07:00:00.000000000,82.71,66652,35,Male,110.41,Medium,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
768234,8221,LED Light Strip,7,2021-01-15 08:00:00.000000000,75.83,75524,30,Female,133.31,Medium,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
478480,4310,Notebook,5,2021-01-15 09:00:00.000000000,63.27,92936,54,Male,108.01,Low,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
132711,4300,Wireless Mouse,7,2021-01-15 10:00:00.000000000,27.29,16470,39,Female,34.52,Medium,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
891971,7722,Ceramic Mug,1,2021-01-15 11:00:00.000000000,88.03,77598,29,Male,206.39,High,Australia,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
601157,8218,Desk Organizer,1,2021-01-15 12:00:00.000000000,45.17,51798,19,Male,91.13,High,Canada,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
284423,8776,Ceramic Mug,9,2021-01-15 13:00:00.000000000,138.59,63473,54,Female,338.47,High,Canada,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
616349,4675,Notebook,5,2021-01-15 14:00:00.000000000,89.56,29880,24,Male,152.73,Medium,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
